"id","type","area","floors","rooms","bathrooms","price","condition","city","district"
3653,"duplex",244,2,3,1,6374352,"semi finished","Kafr El Sheikh","Kafr El Sheikh"
3654,"studio",174,3,2,1,13109935,"not finished","Kafr El Sheikh","Bella"
3655,"villa",216,1,2,2,12276953,"luxury finished","Giza","Giza"
3656,"studio",270,2,3,3,10250000,"semi finished","Port Said","Alarab"
3657,"apartment",98,2,1,2,4731018,"fully finished","Damietta","Damietta"
3658,"town house",135,3,1,1,7517236,"not finished","New Valley","El Kharga"
3659,"studio",81,2,2,2,12427962,"luxury finished","Ismailia","Ismailia"
3660,"studio",286,1,3,1,7066782,"fully finished","Beheira","Badr"
3661,"studio",261,2,2,2,10961162,"not finished","South Sinai","Ras Sidr"
3662,"duplex",272,2,1,2,11635213,"luxury finished","Damietta","New Damietta"
3663,"duplex",287,1,3,1,12010011,"luxury finished","Ismailia","Fayed"
3664,"apartment",279,1,3,3,14034128,"fully finished","Qalyubia","Khosous"
3665,"town house",132,3,2,1,9871863,"luxury finished","Sohag","Akhmeem"
3666,"duplex",280,3,3,2,3189744,"not finished","North Sinai","Arish"
3667,"office",247,2,3,3,4478301,"not finished","Cairo","Katameya"
3668,"apartment",269,2,3,3,1280964,"not finished","Gharbia","El Santa"
3669,"shop",190,3,1,2,12331073,"luxury finished","Sharkia","Abu Kabir"
3670,"apartment",260,3,1,2,12081335,"fully finished","Kafr El Sheikh","Baltim"
3671,"office",115,1,2,2,11485324,"fully finished","Beni Suef","Bani Sweif"
3672,"villa",225,3,2,2,11423503,"luxury finished","Damietta","Meet Abou Ghalib"
3673,"town house",81,2,1,1,1424319,"semi finished","Minya","Meloy"
3674,"office",118,2,2,2,9970786,"fully finished","Alexandria","Mansheya"
3675,"villa",216,1,1,3,5575153,"not finished","North Sinai","Nakhl"
3676,"duplex",87,1,1,1,2403288,"luxury finished","Beni Suef","Somasta"
3677,"shop",110,1,1,2,11686408,"fully finished","Alexandria","Sidi Kerir"
3678,"villa",202,1,1,1,12273276,"luxury finished","New Valley","Dakhla"
3679,"apartment",292,2,2,3,4334222,"fully finished","Alexandria","Camp Shizar"
3680,"town house",247,1,3,2,4343657,"not finished","Red Sea","Hurghada"
3681,"duplex",246,1,2,1,12923648,"not finished","South Sinai","Sharm El-Shaikh"
3682,"shop",256,2,1,2,7081619,"luxury finished","Beheira","Rahmaniyah"
3683,"apartment",272,1,1,3,4253569,"not finished","Cairo","Madinty"
3684,"office",106,2,3,3,7359652,"semi finished","Sharkia","san alhajar alqablia"
3685,"shop",187,2,3,1,14828062,"semi finished","New Valley","Farafra"
3686,"office",262,3,1,3,2691005,"not finished","Matrouh","Marsa Matrouh"
3999,"duplex",223,1,2,3,9885388,"luxury finished","Aswan","Kom Ombo"
3687,"office",198,3,3,3,8853459,"semi finished","Damietta","alsaru"
3688,"apartment",182,2,3,1,5590549,"luxury finished","South Sinai","Abu Redis"
3689,"shop",288,3,2,1,7189297,"luxury finished","Qalyubia","Shubra Al Khaimah"
3690,"office",239,2,1,1,5647632,"semi finished","Matrouh","El Hamam"
3691,"studio",174,3,2,1,4336706,"not finished","Kafr El Sheikh","Burg Al Burullus"
3692,"duplex",81,3,3,1,2195953,"semi finished","Beheira","Itai Baroud"
3693,"office",222,3,3,1,1293949,"semi finished","Matrouh","Al-Nagila"
3694,"town house",188,1,1,1,4471458,"not finished","Suez","Alganayen"
3695,"town house",123,1,1,2,12636306,"not finished","Beni Suef","beba"
3696,"shop",272,3,2,1,13856220,"not finished","Beni Suef","Fashn"
3697,"duplex",219,2,1,2,4296505,"luxury finished","Beni Suef","Beni Suef El Gedida"
3698,"apartment",280,3,2,1,12289299,"luxury finished","Qena","Alwaqf"
3699,"office",272,3,2,3,3590235,"luxury finished","South Sinai","Ras Sidr"
3700,"apartment",164,3,2,3,2506312,"semi finished","Matrouh","Marsa Matrouh"
3701,"villa",237,3,1,1,8567360,"fully finished","Giza","Saft Allaban"
3702,"town house",132,2,2,3,1334239,"not finished","Sohag","Sohag"
3703,"duplex",244,1,3,2,10707848,"semi finished","Red Sea","Halaib"
3704,"town house",268,3,2,2,6062516,"semi finished","Beni Suef","beba"
3705,"studio",86,3,3,1,7438031,"luxury finished","Aswan","Kom Ombo"
3706,"villa",152,2,3,3,4353171,"semi finished","Menofia","Ashmon"
3707,"apartment",267,2,3,3,9254343,"not finished","Luxor","Luxor"
3708,"duplex",158,1,1,2,11169989,"luxury finished","Gharbia","El Santa"
3709,"studio",268,3,2,3,8796986,"not finished","Gharbia","Basion"
3710,"shop",202,1,1,2,10708427,"not finished","Red Sea","Ras Ghareb"
3711,"apartment",282,3,2,3,11180052,"luxury finished","Matrouh","Siwa"
3712,"office",107,3,3,1,2686499,"fully finished","New Valley","Paris"
3713,"studio",232,2,2,3,6585748,"fully finished","Menofia","Shbeen El Koom"
3714,"studio",103,2,2,1,1266949,"luxury finished","Aswan","Al Sibaeia"
3715,"town house",275,2,1,3,9901375,"semi finished","Beni Suef","Somasta"
3716,"office",112,1,1,1,3041963,"fully finished","North Sinai","Nakhl"
3717,"studio",168,3,3,2,8767206,"luxury finished","Qalyubia","Tukh"
3718,"duplex",216,1,2,3,10751034,"not finished","Gharbia","Al Mahalla Al Kobra"
3719,"villa",298,3,1,2,2221842,"not finished","Sharkia","Hehia"
3720,"villa",213,2,1,3,12030372,"not finished","Alexandria","Boulkly"
3721,"office",297,2,1,1,5489406,"semi finished","Minya","Deir Mawas"
3722,"shop",190,2,2,2,6537976,"not finished","Red Sea","Safaga"
3723,"shop",283,2,2,3,3285530,"fully finished","Sharkia","Kafr Saqr"
3724,"apartment",168,2,3,2,13324390,"semi finished","Cairo","Hadayek El-Kobba"
3725,"duplex",118,2,3,1,1926964,"semi finished","Gharbia","Samannoud"
3726,"town house",294,3,3,2,8375559,"luxury finished","South Sinai","Taba"
3727,"shop",279,3,2,2,7703274,"semi finished","Cairo","Bolaq"
3728,"office",148,2,2,3,11161634,"not finished","Aswan","Al-Radisiyah"
3729,"shop",95,3,2,3,3028623,"luxury finished","Assiut","Abnoub"
3730,"villa",257,3,2,2,6930361,"fully finished","Ismailia","El Tal El Kabier"
3731,"villa",158,1,3,3,1530262,"luxury finished","Cairo","Katameya"
3732,"apartment",85,2,3,1,9635305,"semi finished","Aswan","Drau"
3733,"shop",192,2,3,2,4323923,"not finished","North Sinai","Arish"
3734,"duplex",161,2,3,3,2961931,"semi finished","Beni Suef","Naser"
3735,"shop",90,1,2,2,10611577,"luxury finished","Fayoum","Tamiya"
3736,"duplex",113,1,3,1,1265336,"semi finished","Assiut","El Badari"
5198,"office",185,2,2,1,13583103,"luxury finished","Aswan","Abo Simbl Al Siyahia"
3737,"office",262,2,1,3,6693774,"not finished","Beni Suef","Somasta"
3738,"town house",91,2,3,3,4162874,"not finished","Beheira","Shubrakhit"
3739,"town house",146,3,3,2,5209802,"not finished","Beni Suef","Ehnasia"
3740,"office",95,2,2,1,4516343,"not finished","Giza","Imbaba"
3741,"studio",185,2,1,2,14476974,"not finished","Sohag","Alkawthar"
3742,"villa",296,2,3,2,11142542,"semi finished","North Sinai","Nakhl"
3743,"studio",120,1,1,1,3920139,"luxury finished","Red Sea","Ras Ghareb"
3744,"apartment",295,1,1,3,3722780,"semi finished","Matrouh","Dabaa"
3745,"studio",210,2,1,2,8803930,"not finished","North Sinai","Sheikh Zowaid"
3746,"apartment",276,3,3,2,14997022,"luxury finished","Damietta","Zarqa"
3747,"shop",122,3,3,3,8890920,"luxury finished","Sharkia","Mashtoul El Souq"
3748,"studio",209,1,2,1,10856684,"not finished","Minya","Magagha"
3749,"office",254,2,3,2,6497177,"not finished","Alexandria","Ameria"
3750,"town house",133,3,2,3,9195394,"luxury finished","Port Said","Port Fouad"
3751,"duplex",271,1,2,1,4475030,"not finished","Aswan","Aswan"
3752,"villa",130,1,3,1,12920450,"not finished","Qalyubia","Al Qanater Charity"
3753,"villa",227,3,2,3,13816705,"semi finished","Dakahlia","Dekernes"
3754,"apartment",257,1,2,1,12190871,"not finished","Sharkia","Husseiniya"
3755,"office",240,1,3,1,13187877,"semi finished","Minya","Samalut"
3756,"duplex",242,2,1,1,8989349,"semi finished","Suez","Ataqah"
3757,"town house",197,3,1,3,6084726,"fully finished","Dakahlia","Mahalat Damana"
3758,"shop",200,3,1,1,13991270,"not finished","Assiut","Sidfa"
3759,"shop",251,3,3,3,6213917,"semi finished","Luxor","Al ziynia"
3760,"shop",140,3,1,3,10580102,"semi finished","Menofia","Menouf"
3761,"studio",217,1,2,2,11967237,"fully finished","Dakahlia","Sherbin"
3762,"studio",142,1,2,1,8713947,"not finished","Assiut","El Badari"
3763,"office",112,2,1,3,7275468,"fully finished","Red Sea","Marsa Alam"
3764,"office",285,3,1,1,12184183,"semi finished","Alexandria","Ambrozo"
3765,"duplex",139,2,3,1,1619653,"luxury finished","Luxor","Al Bayadieh"
3766,"duplex",233,3,2,1,4159790,"luxury finished","Beni Suef","Fashn"
3767,"office",244,1,1,1,8008153,"semi finished","Damietta","Damietta"
3768,"office",159,3,1,2,3838354,"fully finished","Beheira","Rahmaniyah"
3769,"town house",190,3,3,3,6426878,"semi finished","Luxor","Luxor"
3770,"office",264,2,2,1,5986596,"semi finished","Port Said","Almanakh"
3771,"office",193,3,3,2,2626468,"semi finished","Cairo","El-Gamaleya"
3772,"studio",164,1,1,3,9339543,"fully finished","Damietta","Faraskour"
3773,"town house",226,1,1,3,11315535,"luxury finished","Matrouh","North Coast"
3774,"apartment",259,2,3,3,7124169,"fully finished","Damietta","Azbet Al Burg"
3775,"villa",300,3,3,2,8115738,"fully finished","Menofia","Berkat El Saba"
3776,"duplex",261,2,3,1,10216282,"not finished","Red Sea","Shalatin"
3777,"office",98,2,2,1,9262466,"semi finished","Red Sea","Safaga"
3778,"villa",80,3,2,1,9759803,"fully finished","Luxor","Al Bayadieh"
3779,"apartment",143,3,2,2,1432575,"not finished","Dakahlia","Gamasa"
3780,"villa",132,3,1,2,10427687,"fully finished","Fayoum","Epschway"
3781,"villa",173,3,1,1,10573603,"luxury finished","North Sinai","Al Hasana"
3782,"villa",238,1,1,2,7464673,"fully finished","Kafr El Sheikh","Hamol"
3783,"studio",188,1,1,3,3502351,"semi finished","Giza","Oaseem"
3784,"studio",116,1,3,1,2042265,"not finished","Fayoum","Epschway"
3785,"office",213,2,2,2,10030401,"not finished","Cairo","Mosky"
3786,"studio",196,2,2,3,10393977,"luxury finished","Qalyubia","Kafr Shukr"
4000,"studio",86,2,1,1,10002006,"luxury finished","Red Sea","Ras Ghareb"
3787,"studio",162,3,3,1,12103848,"luxury finished","Luxor","Al Qarna"
3788,"town house",196,1,1,2,11305405,"luxury finished","Beni Suef","Alabbaseri"
3789,"villa",176,3,1,1,9870774,"semi finished","Luxor","New Tiba"
3790,"shop",89,3,1,2,1823373,"luxury finished","Minya","Ard Sultan"
3791,"office",107,2,2,1,14213619,"fully finished","Gharbia","Al Mahalla Al Kobra"
3792,"shop",192,2,2,2,7768939,"luxury finished","Kafr El Sheikh","Masief Baltim"
3793,"apartment",259,3,3,2,13355862,"luxury finished","Suez","Faysal"
3794,"town house",274,3,2,1,6431688,"luxury finished","Qena","Deshna"
3795,"town house",139,2,1,2,13589381,"not finished","Aswan","Drau"
3796,"villa",276,1,3,1,1515173,"fully finished","Qalyubia","Qalyub"
3797,"office",245,3,2,2,4100638,"not finished","Damietta","Zarqa"
3798,"shop",82,2,3,1,9808310,"luxury finished","Beheira","Itai Baroud"
3799,"shop",203,2,1,2,5490029,"not finished","North Sinai","Rafah"
3800,"shop",86,3,1,2,7251888,"fully finished","Qena","Naqada"
3801,"town house",214,3,3,2,10512087,"semi finished","Cairo","Shubra"
3802,"office",89,1,2,2,2498364,"not finished","Suez","Alganayen"
3803,"office",118,3,3,1,1221579,"fully finished","Ismailia","Fayed"
3804,"studio",196,1,1,3,13521471,"luxury finished","Fayoum","Snores"
3805,"town house",166,1,2,1,5191345,"fully finished","Beheira","Kafr El Dawar"
3806,"town house",84,1,3,2,3797834,"luxury finished","Alexandria","Al Max"
3807,"town house",216,1,1,3,11826777,"not finished","Cairo","Zamalek"
3808,"villa",209,1,2,3,14406552,"semi finished","Matrouh","El Hamam"
3809,"studio",225,1,1,3,13382081,"semi finished","Fayoum","Snores"
3810,"villa",278,1,1,1,9577789,"semi finished","Cairo","Tebin"
3811,"studio",293,3,1,3,6026996,"semi finished","Gharbia","Basion"
3812,"town house",153,1,3,2,14463337,"luxury finished","South Sinai","Saint Catherine"
3813,"office",93,3,3,2,1818174,"semi finished","Damietta","Kafr Saad"
3814,"villa",291,1,1,2,9590062,"not finished","Dakahlia","tami al'amdid"
3815,"villa",143,2,2,2,4309417,"luxury finished","Port Said","Port Fouad"
3816,"duplex",204,2,2,3,12510215,"semi finished","Aswan","Al-Radisiyah"
3817,"duplex",138,2,1,1,7753225,"semi finished","Sharkia","Awlad Saqr"
3818,"studio",225,1,1,3,4173069,"luxury finished","Luxor","New Luxor"
3819,"duplex",144,2,2,3,2678717,"fully finished","Gharbia","Al Mahalla Al Kobra"
3820,"shop",280,1,2,1,9817927,"semi finished","Assiut","Assiut El Gedida"
3821,"office",140,1,1,1,13514017,"fully finished","Dakahlia","Gamasa"
3822,"shop",89,1,2,2,4624061,"luxury finished","Sohag","Albalina"
3823,"villa",161,1,1,3,13986765,"not finished","Luxor","New Luxor"
3824,"villa",151,2,2,2,12976609,"semi finished","Cairo","Mansheya Nasir"
3825,"studio",180,3,3,1,2945522,"not finished","Menofia","Al Bagor"
3826,"town house",113,3,1,2,8183067,"luxury finished","Sharkia","Awlad Saqr"
3827,"apartment",145,3,3,3,14224020,"luxury finished","Suez","Ataqah"
3828,"town house",231,3,3,3,6278158,"semi finished","Gharbia","Basion"
3829,"office",242,3,2,2,3006255,"semi finished","Assiut","Abu Tig"
3830,"town house",186,3,2,3,4566483,"luxury finished","Sharkia","Kafr Saqr"
3831,"villa",143,3,1,2,7692567,"luxury finished","Sohag","Akhmeem"
3832,"studio",148,1,3,2,12393511,"luxury finished","Beheira","Damanhour"
3833,"shop",237,3,2,2,9205112,"semi finished","Suez","Ain Sokhna"
3834,"villa",161,2,2,2,2328211,"luxury finished","Sharkia","Al Ashr Men Ramadan"
3835,"office",147,2,1,2,9079999,"semi finished","Port Said","PorSaid"
3836,"studio",248,3,2,2,10995667,"fully finished","Suez","Ain Sokhna"
8844,"duplex",260,1,1,3,12826751,"luxury finished","Luxor","New Tiba"
3837,"villa",124,1,2,3,7169750,"not finished","Damietta","Ras El Bar"
3838,"apartment",105,1,3,2,11550627,"luxury finished","Dakahlia","Talkha"
3839,"shop",93,1,2,2,2396179,"not finished","Gharbia","Samannoud"
3840,"town house",148,3,2,3,4148174,"luxury finished","Beni Suef","Somasta"
3841,"office",108,1,2,1,2531270,"not finished","Damietta","Kafr El-Batikh"
3842,"studio",276,2,1,3,14716424,"not finished","Sharkia","san alhajar alqablia"
3843,"office",237,2,1,2,4144038,"fully finished","North Sinai","Al Hasana"
3844,"studio",164,2,1,2,14181279,"luxury finished","Alexandria","Stanley"
3845,"town house",257,2,2,1,6834702,"semi finished","Matrouh","Marina"
3846,"town house",166,1,2,3,2989144,"semi finished","Luxor","New Tiba"
3847,"apartment",188,3,2,3,8040621,"semi finished","Dakahlia","Nabroh"
3848,"apartment",82,1,2,1,13322830,"not finished","Fayoum","Yusuf El Sediaq"
3849,"shop",169,3,1,2,10175260,"luxury finished","Menofia","Menouf"
3850,"town house",289,3,2,3,14536062,"luxury finished","Kafr El Sheikh","Kafr El Sheikh Downtown"
3851,"studio",175,1,1,1,1085622,"semi finished","Alexandria","Glim"
3852,"studio",261,1,2,3,13584348,"not finished","Suez","Alganayen"
3853,"office",281,3,1,1,9376131,"not finished","Damietta","Kafr Saad"
3854,"office",188,2,3,3,9020427,"semi finished","Luxor","Armant"
3855,"studio",292,3,2,2,11388201,"semi finished","Alexandria","Anfoushi"
3856,"studio",265,3,2,1,4037903,"not finished","Assiut","Abu Tig"
3857,"duplex",140,1,2,2,14014557,"luxury finished","Beheira","Abu Homs"
3858,"apartment",212,3,3,1,11634479,"luxury finished","New Valley","El Kharga"
3859,"studio",168,1,1,2,13633004,"not finished","Minya","Meloy"
3860,"apartment",129,3,2,3,6164964,"not finished","Beheira","Damanhour"
3861,"duplex",250,3,1,1,5029939,"luxury finished","Red Sea","Safaga"
3862,"shop",132,2,1,1,14746404,"semi finished","Cairo","New Heliopolis"
3863,"studio",243,2,3,3,10680559,"fully finished","Menofia","Ashmon"
3864,"duplex",223,1,2,2,3251140,"not finished","Sohag","almunsha'a"
3865,"studio",206,2,1,2,5031283,"not finished","Sharkia","Faccus"
3866,"shop",181,3,1,2,14339347,"not finished","New Valley","Paris"
3867,"villa",111,2,3,3,11172711,"luxury finished","Qalyubia","Shibin Al Qanater"
3868,"studio",166,1,1,3,5447799,"semi finished","Luxor","New Tiba"
3869,"duplex",293,1,3,2,9010640,"not finished","Damietta","Zarqa"
3870,"duplex",110,2,1,1,3882291,"fully finished","Qena","Qena"
3871,"duplex",143,1,3,1,1351358,"fully finished","Fayoum","Etsa"
3872,"office",114,2,2,2,11874639,"not finished","Ismailia","Qantara Sharq"
3873,"town house",99,2,3,1,10314275,"luxury finished","Sharkia","Kafr Saqr"
3874,"studio",129,2,1,3,14061263,"fully finished","Sohag","Sohag El Gedida"
3875,"duplex",297,2,2,3,11887039,"fully finished","Alexandria","El Soyof"
3876,"villa",118,1,3,1,1686370,"fully finished","Giza","Kerdasa"
3877,"studio",197,1,1,1,8640537,"not finished","Gharbia","El Santa"
3878,"town house",118,2,1,1,9653333,"semi finished","Minya","Magagha"
3879,"villa",272,3,1,1,1099156,"semi finished","Menofia","Tala"
3880,"studio",291,3,2,3,7183103,"luxury finished","Sohag","Alkawthar"
3881,"town house",251,2,1,2,6905717,"not finished","Sharkia","Deirb Negm"
3882,"duplex",205,1,1,3,12808160,"not finished","Qena","Alwaqf"
3883,"shop",294,3,2,3,11636900,"not finished","Gharbia","Qutour"
3884,"town house",153,3,3,3,14851721,"not finished","Menofia","Ashmon"
3885,"shop",270,1,2,1,13055600,"luxury finished","North Sinai","Nakhl"
3886,"studio",194,3,2,3,4311912,"not finished","Alexandria","Ameria"
4001,"duplex",270,3,3,1,3832992,"fully finished","Luxor","New Tiba"
3887,"town house",118,1,1,2,10882873,"luxury finished","Port Said","Port Fouad"
3888,"duplex",108,2,1,3,8119427,"semi finished","Alexandria","Abu Qir"
3889,"studio",230,2,3,3,14355853,"semi finished","Qalyubia","Shibin Al Qanater"
3890,"shop",125,3,2,3,13348129,"fully finished","Matrouh","Al-Nagila"
3891,"apartment",182,2,2,2,10129450,"fully finished","Luxor","Al Qarna"
3892,"studio",80,2,1,2,10492766,"semi finished","Beheira","Kom Hamada"
3893,"duplex",161,2,3,1,7345697,"luxury finished","Kafr El Sheikh","Metobas"
3894,"office",93,3,2,1,2205635,"semi finished","Gharbia","Al Mahalla Al Kobra"
3895,"apartment",176,2,2,2,6463860,"semi finished","Dakahlia","Nabroh"
3896,"studio",201,3,1,1,5730735,"luxury finished","Menofia","Tala"
3897,"office",197,2,2,1,6200257,"luxury finished","Assiut","Sahel Selim"
3898,"office",236,2,3,3,3765004,"semi finished","Qalyubia","Shubra Al Khaimah"
3899,"shop",249,3,3,3,4495529,"not finished","Giza","Haram"
3900,"apartment",191,3,2,2,11988795,"semi finished","Assiut","Abnoub"
3901,"apartment",240,3,2,2,13723236,"not finished","Luxor","Esna"
3902,"town house",226,2,1,1,8386064,"not finished","Sharkia","Mashtoul El Souq"
3903,"duplex",209,2,3,3,6874393,"fully finished","Ismailia","El Tal El Kabier"
3904,"apartment",111,1,1,2,8886831,"semi finished","Assiut","Assiut"
3905,"town house",125,1,3,1,11299180,"not finished","Dakahlia","Sinbillawin"
3906,"studio",188,2,3,2,10654791,"semi finished","Assiut","Qusiya"
3907,"town house",277,2,1,3,11225131,"not finished","Damietta","Damietta"
3908,"villa",252,1,3,3,1821078,"semi finished","Qena","New Qena"
3909,"town house",127,1,1,1,10845174,"semi finished","Red Sea","Safaga"
